index,type_of_house,living_space,number_of_rooms,rent,construction_year,street,zipcode,region,tag,latitude,longitude
459,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
460,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
461,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
462,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
463,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
464,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
465,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
466,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
467,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
468,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
469,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
470,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
471,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
472,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
473,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
474,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
475,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
476,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
477,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
478,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
479,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
480,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
481,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
482,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
483,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
484,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
485,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
486,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
487,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
488,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
489,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
490,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
491,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
492,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
493,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
494,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
495,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
496,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
497,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
498,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
499,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
500,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
501,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
502,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
503,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
504,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
505,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
506,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
507,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
508,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
509,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
510,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
511,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
512,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
513,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
514,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
515,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
516,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
517,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
518,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
519,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
520,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
521,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
522,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
523,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
524,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
525,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
526,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
527,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
528,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
529,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
530,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
531,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
532,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
533,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
534,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
535,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
536,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
537,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
538,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
539,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
540,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
541,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
542,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
543,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
544,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
545,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
546,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
547,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
548,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
549,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
550,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
551,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
552,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
553,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
554,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
555,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
556,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
557,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
558,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
559,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
560,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
561,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
562,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
563,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
564,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
565,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
566,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
567,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
568,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
569,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
570,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
571,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
572,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
573,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
574,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
575,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
576,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
577,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
578,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
579,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
580,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
581,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
582,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
583,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
584,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
585,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
586,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
587,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
588,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
589,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
590,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
591,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
592,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
593,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
594,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
595,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
596,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
597,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
598,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
599,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
600,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
601,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
602,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
603,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
604,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
605,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
606,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
607,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
608,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
609,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
610,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
611,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
612,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
613,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
614,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
615,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
616,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
617,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
618,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
619,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
620,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
621,Etagenwohnung,78,3.0,1320,2019,Hafenallee 23,63067,"Offenbach, Stadtmitte",/expose/112968129,,
622,,49,2.0,850,2019,Neckarstraße 4,63225,"Langen, Langen (Hessen)",/expose/112880472,49.9916,49.9916
623,,105,3.0,1950,2019,Buchrainweg 100,63069,"Offenbach, Lauterborn",/expose/113237106,50.093646,50.093646
624,Erdgeschosswohnung,49,2.0,850,2019,Neckarstraße 4,63225,"Langen, Langen (Hessen)",/expose/105604936,49.9916,49.9916
625,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
626,Etagenwohnung,21,1.0,865,,Kaiserstraße 73,63065,"Offenbach am Main, Stadtmitte",/expose/112215293,,
627,Etagenwohnung,73,2.0,1305,2019,Hafenallee 31,63067,"Offenbach, Stadtmitte",/expose/114435921,,
628,Dachgeschoss,123,4.0,1907,2018,,61184,"Karben, Wetteraukreis",/expose/108858102,50.2313417,50.2313417
629,Etagenwohnung,101,3.0,1660,2019,Bettinastr. 77-81,63067,"Offenbach am Main, Stadtmitte",/expose/113232549,,
630,Etagenwohnung,63,2.0,1200,2019,Hafenallee 39,63067,"Offenbach, Stadtmitte",/expose/114435884,,
631,Etagenwohnung,21,1.0,865,,Kaiserstraße 73,63065,"Offenbach am Main, Stadtmitte",/expose/112215054,,
632,Etagenwohnung,85,2.0,1245,2018,,61184,"Karben, Wetteraukreis",/expose/109024834,50.2313417,50.2313417
633,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
634,,93,3.0,1565,2019,Buchrainweg 100,63069,"Offenbach, Lauterborn",/expose/113547442,50.093646,50.093646
635,Etagenwohnung,78,3.0,1395,2019,Hafenallee 23,63067,"Offenbach, Stadtmitte",/expose/114435951,,
636,Etagenwohnung,75,2.0,1252,2019,Mainzer Landstraße 385,60326,"Frankfurt am Main, Gallusviertel",/expose/114277357,50.1022568,50.1022568
637,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
638,Etagenwohnung,102,3.0,1672,2019,Bettinastr. 77-81,63067,"Offenbach am Main, Stadtmitte",/expose/113232560,,
639,Etagenwohnung,38,1.0,1413,2017,Große Gallusstraße 16-18,60312,"Frankfurt am Main, Innenstadt",/expose/114097743,50.1115561,50.1115561
640,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
641,Etagenwohnung,62,2.0,1200,2019,Hafenallee 39,63067,"Offenbach, Stadtmitte",/expose/114435902,,
642,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
643,Dachgeschoss,106,4.0,1842,2019,Lahnstraße 94,60326,"Frankfurt am Main, Gallusviertel",/expose/114277341,50.100846999999995,50.100846999999995
644,Dachgeschoss,91,3.0,1562,2019,Mainzer Landstraße 385,60326,"Frankfurt am Main, Gallusviertel",/expose/114277306,50.1022568,50.1022568
645,Etagenwohnung,70,,1428,,Georg-Voigt-Straße 11-15,60325,"Frankfurt am Main, Westend-Süd",/expose/112546302,50.1152864,50.1152864
646,Etagenwohnung,76,2.0,1254,2019,Mainzer Landstraße 385,60326,"Frankfurt am Main, Gallusviertel",/expose/114277364,50.1022568,50.1022568
647,Etagenwohnung,97,4.0,1565,2019,Lahnstraße 92,60326,"Frankfurt am Main, Gallusviertel",/expose/114277345,50.100885600000005,50.100885600000005
648,Etagenwohnung,46,2.0,1224,,Georg-Voigt-Straße 11-15,60325,"Frankfurt am Main, Westend-Süd",/expose/111751830,50.1152864,50.1152864
649,Etagenwohnung,76,2.0,1655,2018,Wendelsweg 60,60599,"Frankfurt am Main, Sachsenhausen-Süd",/expose/114032716,50.098401700000004,50.098401700000004
650,Etagenwohnung,76,2.0,1255,2019,Mainzer Landstraße 385,60326,"Frankfurt am Main, Gallusviertel",/expose/114277374,50.1022568,50.1022568
651,Etagenwohnung,86,3.0,3260,2017,Große Gallusstraße 16-18,60312,"Frankfurt am Main, Innenstadt",/expose/113936529,50.1115561,50.1115561
652,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
653,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
654,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
655,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
656,Penthouse,135,3.0,2350,2019,Hafenallee 39,63067,"Offenbach, Stadtmitte",/expose/114435931,,
657,Etagenwohnung,90,3.0,2100,2018,Hainer Weg 80,60599,"Frankfurt, Sachsenhausen-Süd",/expose/114027950,50.0972062,50.0972062
658,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
659,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
660,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
661,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
662,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
663,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
664,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
