index,type_of_house,living_space,number_of_rooms,rent,construction_year,street,zipcode,region,tag,latitude,longitude
1321,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
1322,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
1323,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
1324,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
1325,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
1326,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
1327,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
1328,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
1329,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
1330,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
1331,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
1332,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
1333,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
1334,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
1335,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
1336,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
1337,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
1338,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
1339,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
1340,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
1341,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
1342,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
1343,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
1344,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
1345,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
1346,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
1347,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
1348,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
1349,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
1350,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
1351,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
1352,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
1353,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
1354,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
1355,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
1356,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
1357,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
1358,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
1359,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
1360,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
1361,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
1362,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
1363,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
1364,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
1365,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
1366,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
1367,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
1368,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
1369,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
1370,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
1371,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
1372,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
1373,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
1374,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
1375,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
1376,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
1377,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
1378,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
1379,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
1380,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
1381,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
1382,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
1383,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
1384,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
1385,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
1386,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
1387,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
1388,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
1389,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
1390,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
1391,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
1392,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
1393,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
1394,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
1395,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
1396,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
1397,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
1398,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
1399,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
1400,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
1401,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
1402,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
1403,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
1404,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
1405,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
1406,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
1407,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
1408,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
1409,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
1410,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
1411,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
1412,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
1413,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
1414,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
1415,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
1416,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
1417,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
1418,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
1419,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
1420,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
1421,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
1422,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
1423,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
1424,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
1425,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
1426,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
1427,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
1428,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
1429,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
1430,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
1431,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
1432,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
1433,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
1434,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
1435,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
1436,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
1437,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
1438,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
1439,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
1440,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
1441,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
1442,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
1443,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
1444,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
1445,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
1446,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
1447,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
1448,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
1449,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
1450,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
1451,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
1452,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
1453,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
1454,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
1455,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
1456,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
1457,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
1458,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
1459,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
1460,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
1461,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
1462,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
1463,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
1464,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
1465,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
1466,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
1467,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
1468,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
1469,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
1470,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
1471,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
1472,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
